timestamp,end_to_end_latency_ms,inference_latency_ms,end_to_end_fps,inference_fps
2026-05-26 20:39:39.813,94.638,81.862,9.662,9.664
2026-05-26 20:39:39.915,92.384,79.25,9.66,9.662
2026-05-26 20:39:40.019,92.839,80.261,9.657,9.655
2026-05-26 20:39:40.122,92.418,79.752,9.667,9.669
2026-05-26 20:39:40.224,92.156,79.156,9.673,9.67
2026-05-26 20:39:40.326,92.169,79.553,9.678,9.675
2026-05-26 20:39:40.430,92.249,79.315,9.673,9.68
2026-05-26 20:39:40.533,92.101,79.526,9.678,9.675
2026-05-26 20:39:40.635,92.458,80.04,9.678,9.678
2026-05-26 20:39:40.741,93.563,79.759,9.68,9.684
2026-05-26 20:39:40.845,92.896,80.228,9.68,9.679
2026-05-26 20:39:40.947,92.506,80.226,9.683,9.678
2026-05-26 20:39:41.051,92.458,79.586,9.682,9.682
2026-05-26 20:39:41.161,99.766,87.563,9.655,9.657
2026-05-26 20:39:41.264,92.372,80.074,9.656,9.651
2026-05-26 20:39:41.366,91.903,78.87,9.662,9.659
2026-05-26 20:39:41.468,92.474,79.963,9.662,9.657
2026-05-26 20:39:41.572,92.191,79.281,9.658,9.661
2026-05-26 20:39:41.676,92.66,79.779,9.658,9.658
2026-05-26 20:39:41.780,94.537,82.331,9.663,9.658
2026-05-26 20:39:41.885,93.806,80.482,9.653,9.659
2026-05-26 20:39:41.988,91.91,79.734,9.658,9.655
2026-05-26 20:39:42.092,93.074,80.861,9.655,9.655
2026-05-26 20:39:42.195,91.553,79.175,9.656,9.657
2026-05-26 20:39:42.298,92.079,79.839,9.656,9.657
2026-05-26 20:39:42.400,93.125,80.701,9.659,9.654
2026-05-26 20:39:42.505,92.255,79.129,9.656,9.658
2026-05-26 20:39:42.608,92.964,80.615,9.653,9.655
2026-05-26 20:39:42.710,92.055,79.341,9.655,9.654
2026-05-26 20:39:42.816,95.128,81.618,9.657,9.654
2026-05-26 20:39:42.918,92.342,79.55,9.657,9.657
2026-05-26 20:39:43.022,92.217,79.162,9.658,9.659
2026-05-26 20:39:43.124,92.146,79.173,9.66,9.661
2026-05-26 20:39:43.226,91.65,78.823,9.662,9.66
2026-05-26 20:39:43.330,92.569,79.618,9.655,9.661
2026-05-26 20:39:43.433,91.988,78.718,9.657,9.658
2026-05-26 20:39:43.536,91.704,79.386,9.659,9.657
2026-05-26 20:39:43.638,92.381,79.69,9.659,9.659
2026-05-26 20:39:43.744,94.726,80.819,9.656,9.655
2026-05-26 20:39:43.848,92.186,79.829,9.657,9.656
